image_lien,nom,adresse,prix
https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3367797,Chiot pitbull,"Rufisque, Sénégal",300000.0
https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-3366373,Chien berger belge malinois,"Rufisque, Sénégal",300000.0
https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-3366238,Chiots boerboels,"Thies, Sénégal",450000.0
https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3358891,Chiot Bichon maltais,"Sicap Liberté, Dakar, Sénégal",300000.0
https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3348655,Chiots berger allemand,"Hann Bel-Air, Dakar, Sénégal",100000.0
https://sn.coinafrique.com/annonce/chiens/chiot-3347884,Chiot,"Parcelle Assainies, Dakar, Sénégal",150000.0
https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-3338576,Chien berger allemand,"Dakar, Sénégal",109000.0
https://sn.coinafrique.com/annonce/chiens/chien-pembroke-welch-corgi-3338430,Chien Pembroke Welch Corgi,"Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiots-3317614,Chiots,"Dakar, Sénégal",40000.0
https://sn.coinafrique.com/annonce/chiens/chiots-3314578,Chiots,"Dakar, Sénégal",40000.0
https://sn.coinafrique.com/annonce/chiens/chiots-3309512,Chiots,"Thies, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/bichon-maltais-3304212,Bichon maltais,"Almadies, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3303737,Chiot bichon maltais,"Sicap Liberté, Dakar, Sénégal",165000.0
https://sn.coinafrique.com/annonce/chiens/chiots-croises-husky-golde-3303734,Chiots croisés husky golde,"Thies, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-3301357,Chiots Boerboels,"Thies, Sénégal",450000.0
https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3291944,Chiot Berger Allemand,"Keur Massar, Sénégal",100000.0
https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3289564,Chiots Berger Allemand,"Mbour, Sénégal",135000.0
https://sn.coinafrique.com/annonce/chiens/chien-3287244,Chien,"Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiots-bichon-3285176,Chiots bichon,"Sicap Liberté, Dakar, Sénégal",155000.0
https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-malinois-3277097,Chiots berger allemand malinois,"Keur Massar, Sénégal",100000.0
https://sn.coinafrique.com/annonce/chiens/berger-allemand-3275523,Berger allemand,"Dakar, Sénégal",250000.0
https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-3270823,Chien berger allemand,"Yoff, Dakar, Sénégal",130000.0
https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3267297,Chiot Labrador,"Sicap Liberté, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3252408,Chiot Labrador,"Sicap Liberté, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3247804,Chiot Labrador,"Sicap Liberté, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiot-3244351,Chiot,"Dakar, Sénégal",50000.0
